published,directory,view,version,entry_id,text_ocr,ner_xml,persons,activity,act_new,location,cardinality,nb_activities,nb_persons,nb_loc,nb_card,overall_score,geometry
1833,Bottin1_1833,297,v2:2022-06-20,7604907,"Rozet, papet., f. cartes en feuilles, St-Antoine, 9.","<PER>Rozet</PER><ACT>, papet., f. cartes en feuilles</ACT><LOC>, St-Antoine</LOC>, <CARDINAL>9</CARDINAL>.",Rozet,", papet., f. cartes en feuilles",", papet., f. cartes en feuilles",", St-Antoine",9,1,1,1,1,0.520572,POINT (649750 6862487)
1843,Didot_1843a,448,v2:2022-06-20,7606159,"Robiquet, éditeur de cartes de géographie, en-
trep. de cartes de la Marine royale, quai des
Augustins. 39.","<PER>Robiquet</PER><ACT>, éditeur de cartes de géographie, en- trep. de cartes de la Marine royale</ACT>, <LOC>quai des Augustins</LOC>. <CARDINAL>39</CARDINAL>.",Robiquet,", éditeur de cartes de géographie, en- trep. de cartes de la Marine royale",", editeur de cartes de geographie, en- trep. de cartes de la Marine royale",quai des Augustins,39,1,1,1,1,"NA",POINT EMPTY
1889,DidotBottin_1889,550,v2:2022-06-20,7606770,"Lhuillier (J.) fils. fabr. de cartes
St-Merr
35.",<PER>Lhuillier (J.) fils</PER>. <ACT>fabr. de cartes</ACT> <LOC>St-Merr</LOC> <CARDINAL>35</CARDINAL>.,Lhuillier (J.) fils,fabr. de cartes,fabr. de cartes,St-Merr,35,1,1,1,1,0.477333,POINT (652401.1 6862405)
1883,DidotBottin_1883a,208,v2:2022-06-20,7611775,"Bossu (1.), spéctalité de cartes menus riches
à la main, passage Saulnier, 13.","<PER>Bossu (1.),</PER> <ACT>spéctalité de cartes menus riches à la main</ACT><LOC>, passage Saulnier</LOC>, <CARDINAL>13</CARDINAL>.","Bossu (1.),",spéctalité de cartes menus riches à la main,spectalite de cartes menus riches a la main,", passage Saulnier",13,1,1,1,1,"NA",POINT EMPTY
1854,Didot_1854a,321,v2:2022-06-20,7613114,"Lehoux, cartes et papiers glacés, Michel-le-
Comte, 25.","<PER>Lehoux</PER><ACT>, cartes et papiers glacés</ACT>, <LOC>Michel-le- Comte</LOC>, <CARDINAL>25</CARDINAL>.",Lehoux,", cartes et papiers glacés",", cartes et papiers glaces",Michel-le- Comte,25,1,1,1,1,"NA",POINT EMPTY
1875,DidotBottin_1875,186,v2:2022-06-20,7616133,"Bourdin et Ce, éditeurs de cartes géographi-
ques, Jacob, 6.","<PER>Bourdin et Ce</PER><ACT>, éditeurs de cartes géographi- ques</ACT><LOC>, Jacob</LOC>, <CARDINAL>6</CARDINAL>.",Bourdin et Ce,", éditeurs de cartes géographi- ques",", editeurs de cartes geographi- ques",", Jacob",6,1,1,1,1,1,POINT (651308 6861836)
1900,DidotBottin_1900a,343,v2:2022-06-20,7616962,"Anthoine (O. *4), ingénieur, chef du service
de la carte de France et de la statistique
graphique, au ministère de l'Intérieur, pl.
Beauvau; domicile, r. Treilhard, 8.","<PER>Anthoine (</PER><TITRE>O. *</TITRE><PER>4)</PER><ACT>, ingénieur, chef du service de la carte de France et de la statistique graphique, au ministère de l'Intérieur</ACT>, <LOC>pl. Beauv</LOC>au; domicile, <LOC>r. Treilhard</LOC>, <CARDINAL>8</CARDINAL>.","c(""Anthoine ("", ""4)"")",", ingénieur, chef du service de la carte de France et de la statistique graphique, au ministère de l'Intérieur",", ingenieur, chef du service de la carte de France et de la statistique graphique, au ministere de l'Interieur","c(""pl. Beauv"", ""r. Treilhard"")",8,1,2,2,1,"0, 0.828",POINT (649646.2 6864339)
1855,Bottin3_1855a,308,v2:2022-06-20,7618695,"Ledoyen, cartes géogr., estampes, St-Jacques, 45.","<PER>Ledoyen</PER><ACT>, cartes géogr., estampes</ACT><LOC>, St-Jacques</LOC>, <CARDINAL>45</CARDINAL>.",Ledoyen,", cartes géogr., estampes",", cartes geogr., estampes",", St-Jacques",45,1,1,1,1,0.8455,POINT (651986.9 6861391)
1846,Didot_1846,546,v2:2022-06-20,7622753,"Sonet fils ainé, fab. de cartes, St-Denis, 216.","<PER>Sonet fils ainé</PER><ACT>, fab. de cartes</ACT>, <LOC>St-Denis</LOC>, <CARDINAL>216</CARDINAL>.",Sonet fils ainé,", fab. de cartes",", fab. de cartes",St-Denis,216,1,1,1,1,0,POINT EMPTY
1861,DidotBottin_1861a,224,v2:2022-06-20,7623077,"Delhaye, fab. de cartes en feuilles, Pierre-Le-
vée, I1.","<PER>Delhaye</PER><ACT>, fab. de cartes en feuilles</ACT><LOC>, Pierre-Le- vée</LOC>, <CARDINAL>I1.</CARDINAL>",Delhaye,", fab. de cartes en feuilles",", fab. de cartes en feuilles",", Pierre-Le- vée",I1.,1,1,1,1,"NA",POINT EMPTY
1879,DidotBottin_1879,582,v2:2022-06-20,7624563,"Benault (Mme Hortense) (G. Bonneaud suc-
jouer et papier
cesseur), cartes en feuille à
de fantaisie, pass. Dauphine,
25.","<PER>Benault (Mme Hortense) (G. Bonneaud suc- jouer et papier cesseur),</PER> <ACT>cartes en feuille à de fantaisie</ACT>, <LOC>pass. Dauphine</LOC>, <CARDINAL>25</CARDINAL>.","Benault (Mme Hortense) (G. Bonneaud suc- jouer et papier cesseur),",cartes en feuille à de fantaisie,cartes en feuille a de fantaisie,pass. Dauphine,25,1,1,1,1,1,POINT (651427.3 6861836)
1888,DidotBottin_1888,459,v2:2022-06-20,7625556,"beid, fabr. de bouchons et lièges en plan-
s, St-Sébastien, 36.","<PER>beid</PER><ACT>, fabr. de bouchons et lièges en plan- s</ACT>, <LOC>St-Sébastien</LOC>, <CARDINAL>36</CARDINAL>.",beid,", fabr. de bouchons et lièges en plan- s",", fabr. de bouchons et lieges en plan- s",St-Sébastien,36,1,1,1,1,0.821275,POINT (653823.4 6862560)
1827,Bottin1_1827,200,v2:2022-06-20,7626474,"Ledoux,
vins, Grenelle-S.-G. , 62.
1), bonneterie, Temple, 94.
Ledoux
(Mad.
libraire, boul. des Italiens, 19.
Ledoux
(Paul)
Ledoux (F.-R.), relieur, Bertin-Poirée, 6.
Ledoyen, cour Batave, 17.
Ledoyen, cartes géog., estampes, S.-Jacques, 21.","<PER>Ledoux,</PER> <ACT>vins</ACT>, <LOC>Grenelle-S.-G.</LOC> , <CARDINAL>62</CARDINAL>. 1), <ACT>bonneterie</ACT><LOC>, Temple</LOC>, <CARDINAL>94</CARDINAL>. <PER>Ledoux (Mad</PER><ACT>. libraire</ACT>, <LOC>boul. des Italiens</LOC>, <CARDINAL>19</CARDINAL>. <PER>Ledoux (Paul) Ledoux (F.-R.),</PER> <ACT>relieur</ACT><LOC>, Bertin-Poirée</LOC>, <CARDINAL>6</CARDINAL>. <PER>Ledoy</PER><ACT>en</ACT><LOC>, cour Batave</LOC>, <CARDINAL>17</CARDINAL>. <PER>Le</PER><ACT>doyen, cartes géog., estampes</ACT>, <LOC>S.-Jacques</LOC>, <CARDINAL>21</CARDINAL>.","c(""Ledoux,"", ""Ledoux (Mad"", ""Ledoux (Paul) Ledoux (F.-R.),"", ""Ledoy"", ""Le"")","c(""vins"", ""bonneterie"", "". libraire"", ""relieur"", ""en"", ""doyen, cartes géog., estampes"")","c(""vins"", ""bonneterie"", "". libraire"", ""relieur"", ""en"", ""doyen, cartes geog., estampes"")","c(""Grenelle-S.-G."", "", Temple"", ""boul. des Italiens"", "", Bertin-Poirée"", "", cour Batave"", ""S.-Jacques"")","c(""62"", ""94"", ""19"", ""6"", ""17"", ""21"")",6,5,6,6,"NA, 0.8556, 0.8, NA, 0.86, NA","MULTIPOINT ((651326.2 6863672), (652278.4 6862556), (654097.4 6863625))"
1847,Didot_1847,338,v2:2022-06-20,7626668,"Beautemps-Beaupré, C. *, membre de l'Ins-
titut, conservat. des plans de la marine, Sts-
Pères, 52.","<PER>Beautemps-Beaupré</PER><TITRE>, C. *</TITRE><ACT>, membre de l'Ins- titut, conservat. des plans de la marine</ACT>, <LOC>Sts- Pères</LOC>, <CARDINAL>52</CARDINAL>.",Beautemps-Beaupré,", membre de l'Ins- titut, conservat. des plans de la marine",", membre de l'Ins- titut, conservat. des plans de la marine",Sts- Pères,52,1,1,1,1,0.4233,POINT (651599.5 6863146)
1855,Didot_1855a,133,v2:2022-06-20,7629066,"Carteron, chef du magasin du dépôt géné-
ral des plans de la marine et des colonies,
Université, 13.","<PER>Carteron</PER><ACT>, chef du magasin du dépôt géné- ral des plans de la marine et des colonies</ACT><LOC>, Université</LOC>, <CARDINAL>13</CARDINAL>.",Carteron,", chef du magasin du dépôt géné- ral des plans de la marine et des colonies",", chef du magasin du depot gene- ral des plans de la marine et des colonies",", Université",13,1,1,1,1,0.817,POINT (650825.1 6862093)
1855,Didot_1855a,133,v2:2022-06-20,7629067,"Cartes et plans de la marine (dépôt des),
Universite, 13.","<ACT>Cartes et plans de la marine (dépôt des</ACT><LOC>), Universite</LOC>, <CARDINAL>13</CARDINAL>.",NA,Cartes et plans de la marine (dépôt des,Cartes et plans de la marine (depot des,"), Universite",13,1,0,1,1,0.817,POINT (650825.1 6862093)
1828,Deflandre_1828,864,v2:2022-06-20,7633416,"Delatre
(Ve.), cartes a jouer, r. Ste.-Anne, 37.","<PER>Delatre (Ve.),</PER> <ACT>cartes a jouer</ACT>, <LOC>r. Ste.-Anne</LOC>, <CARDINAL>37</CARDINAL>.","Delatre (Ve.),",cartes a jouer,cartes a jouer,r. Ste.-Anne,37,1,1,1,1,"NA",POINT EMPTY
1828,Deflandre_1828,864,v2:2022-06-20,7633452,"Delaval, cartes geg., librairie, r. Geoffroy-
TAngevin,","<PER>Delaval</PER><ACT>, cartes geg., librairie</ACT>, <LOC>r. Geoffroy- TAngevin</LOC>,",Delaval,", cartes geg., librairie",", cartes geg., librairie",r. Geoffroy- TAngevin,NA,1,1,1,0,0.664392,POINT (652624.1 6862483)
1854,Didot_1854a,367,v2:2022-06-20,7634122,"Moquet (Hte), papet. et fab. de carton et cartes
en feuilles, St-Martin, 257; fab. Faub.-du-
Temple, 54.","<PER>Moquet (Hte),</PER> <ACT>papet. et fab. de carton et cartes en feuilles</ACT>, <LOC>St-Martin</LOC>, <CARDINAL>257</CARDINAL>; fab. <LOC>Faub.-du- Temple</LOC>, <CARDINAL>54</CARDINAL>.","Moquet (Hte),",papet. et fab. de carton et cartes en feuilles,papet. et fab. de carton et cartes en feuilles,"c(""St-Martin"", ""Faub.-du- Temple"")","c(""257"", ""54"")",1,1,2,2,"0.153824, 0.787152","MULTIPOINT ((-6227008 6403708), (653819.4 6863485))"
1885,DidotBottin_1885a,297,v2:2022-06-20,7635673,"Chevalier, colleur de cartes en feuilles et car-
ton-páte à facon, Fontaine-au-Roi, 41.","<PER>Chevalier</PER><ACT>, colleur de cartes en feuilles et car- ton-páte à facon</ACT><LOC>, Fontaine-au-Roi</LOC>, <CARDINAL>41</CARDINAL>.",Chevalier,", colleur de cartes en feuilles et car- ton-páte à facon",", colleur de cartes en feuilles et car- ton-pate a facon",", Fontaine-au-Roi",41,1,1,1,1,"NA",POINT EMPTY
1832,Panckoucke_hab_Dulac_1832,514,v2:2022-06-20,7640121,"Puissant (L ) 3 *, de l'acad. des sciences, officies supér. au corps
royal des ingén.-géog., profess, el chef des études à l'école d'appli-
cation de ce corps, secrét. du comité du dépôt de la guerre, — ant.
du Recueil de diverses propositions de géométrie, résolues ou
démontrées par l'analyse algébrique, précédé d'un Précis sur la
levée des plans, 3e édition, 1824, 1 vol. in-8° ; — Traité de Géo-
désie, — Traité de topographie, d'arpentage et de nivellement,
Méthode générale pour oblenis
2e édit., 1820, 1 vol. in-4°; —
le résultat moyen d'une série d'observations astronomiques fai-
les avec le cercle répétiteur, 1 vol. in-4°. — Ces ouvrages se
trouvent chez Bachelier, libraire, — r. des Beanx-Arts. 8.","<PER>Puissant (L )</PER> <TITRE>3 *</TITRE><ACT>, de l'acad. des sciences, officies supér. au corps royal des ingén.-géog., profess, el chef des études à l'école d'appli- cation de ce corps, secrét. du comité du dépôt de la guerre, — ant. du Recueil de diverses propositions de géométrie, résolues ou démontrées par l'analyse algébrique, précédé d'un Précis sur la levée des plans</ACT>, 3e édition, 1824, 1 vol. in-8° ; <ACT>— Traité de Géo- désie, — Traité de topographie, d'arpentage et de nivellement, Méthode générale pour oblenis 2e</ACT> édit., 1820, <CARDINAL>1</CARDINAL> vol. in-4°; — <ACT>le résultat moyen d'une série d'observations astronomiques fai- les avec le cercle</ACT> <PER>répétit</PER>eur, 1 vol. in-4°. — Ces ouvrages se trouvent chez <PER>Bachelier,</PER> libraire, — <LOC>r. des Beanx</LOC>-<LOC>Arts</LOC>. <CARDINAL>8</CARDINAL>.","c(""Puissant (L )"", ""répétit"", ""Bachelier,"")","c("", de l'acad. des sciences, officies supér. au corps royal des ingén.-géog., profess, el chef des études à l'école d'appli- cation de ce corps, secrét. du comité du dépôt de la guerre, — ant. du Recueil de diverses propositions de géométrie, résolues ou démontrées par l'analyse algébrique, précédé d'un Précis sur la levée des plans"", ""— Traité de Géo- désie, — Traité de topographie, d'arpentage et de nivellement, Méthode générale pour oblenis 2e"", ""le résultat moyen d'une série d'observations astronomiques fai- les avec le cercle""
)","c("", de l'acad. des sciences, officies super. au corps royal des ingen.-geog., profess, el chef des etudes a l'ecole d'appli- cation de ce corps, secret. du comite du depot de la guerre, - ant. du Recueil de diverses propositions de geometrie, resolues ou demontrees par l'analyse algebrique, precede d'un Precis sur la levee des plans"", ""- Traite de Geo- desie, - Traite de topographie, d'arpentage et de nivellement, Methode generale pour oblenis 2e"", ""le resultat moyen d'une serie d'observations astronomiques fai- les avec le cercle""
)","c(""r. des Beanx"", ""Arts"")","c(""1"", ""8"")",3,3,2,2,"NA, 0",POINT (651721.9 6861642)
1864,DidotBottin_1864a,432,v2:2022-06-20,7646160,"Lemoussu jeune, fab. de cartes en fenilles
Dépotoir-Villette, 67.","<PER>Lemoussu jeune</PER><ACT>, fab. de cartes en fenilles</ACT> <LOC>Dépotoir-Villette</LOC>, <CARDINAL>67</CARDINAL>.",Lemoussu jeune,", fab. de cartes en fenilles",", fab. de cartes en fenilles",Dépotoir-Villette,67,1,1,1,1,"NA",POINT EMPTY
1884,DidotBottin_1884a,292,v2:2022-06-20,7653659,"Cheysson (E.) 2s, ingénieur en chef des ponts
et chaussées, directeur des cartes, plans, etc.,
au ministère des travaux publics, boul. St-
Germain, 128.","<PER>Cheysson (E.)</PER> <TITRE>2</TITRE>s<ACT>, ingénieur en chef des ponts et chaussées, directeur des cartes, plans, etc., au ministère des travaux publics</ACT>, <LOC>boul. St- Germain</LOC>, <CARDINAL>128</CARDINAL>.",Cheysson (E.),", ingénieur en chef des ponts et chaussées, directeur des cartes, plans, etc., au ministère des travaux publics",", ingenieur en chef des ponts et chaussees, directeur des cartes, plans, etc., au ministere des travaux publics",boul. St- Germain,128,1,1,1,1,0.66912,POINT (651547.4 6861570)
1875,DidotBottin_1875,180,v2:2022-06-20,7655323,"Borel, fabr. de cartes en feuilles, Pierre-Le-
vée, 11.","<PER>Borel</PER><ACT>, fabr. de cartes en feuilles</ACT><LOC>, Pierre-Le- vée</LOC>, <CARDINAL>11</CARDINAL>.",Borel,", fabr. de cartes en feuilles",", fabr. de cartes en feuilles",", Pierre-Le- vée",11,1,1,1,1,"NA",POINT EMPTY
1887,DidotBottin_1887a,287,v2:2022-06-20,7660482,"Cabrisy, Blanc et Ce, cartes geograptiques et
plans en relief, Lecourbc. 161.","<PER>Cabrisy, Blanc et Ce</PER><ACT>, cartes geograptiques et plans en relief</ACT><LOC>, Lecourbc</LOC>. <CARDINAL>161.</CARDINAL>","Cabrisy, Blanc et Ce",", cartes geograptiques et plans en relief",", cartes geograptiques et plans en relief",", Lecourbc",161.,1,1,1,1,0.776776,POINT (648523.3 6860367)
1842,Bottin2_1842a,226,v2:2022-06-20,7660816,"Lafont, papeterie et cartes géographiques, Haulefeuille,
Z","<PER>Lafont</PER><ACT>, papeterie et cartes géographiques</ACT>, <LOC>Haulefeuille</LOC>, <CARDINAL>Z</CARDINAL>",Lafont,", papeterie et cartes géographiques",", papeterie et cartes geographiques",Haulefeuille,Z,1,1,1,1,0.7452,POINT (651768.2 6861551)
1894,DidotBottin_1894a,528,v2:2022-06-20,7662437,"Grangis (V""s , ſabr. de cartes en ſcuilles, im-
passe Ronce. 5 bis.","<PER>Grangis (V""s</PER> , <ACT>ſabr. de cartes en ſcuilles</ACT><LOC>, im- passe Ronce</LOC>. <CARDINAL>5 bis</CARDINAL>.","Grangis (V""s",ſabr. de cartes en ſcuilles,sabr. de cartes en scuilles,", im- passe Ronce",5 bis,1,1,1,1,"NA",POINT EMPTY
1903,DidotBottin_1903a,280,v2:2022-06-20,7666849,"Dhardivilliers (A.), entottage et vernissage de
plans et cartes, quai des Grands-Augustins.
JI.
(","<PER>Dhardivilliers (A.),</PER> <ACT>entottage et vernissage de plans et cartes</ACT>, <LOC>quai des Grands-Augustins</LOC>. <CARDINAL>JI</CARDINAL>. (","Dhardivilliers (A.),",entottage et vernissage de plans et cartes,entottage et vernissage de plans et cartes,quai des Grands-Augustins,JI,1,1,1,1,"NA",POINT EMPTY
1882,DidotBottin_1882a,625,v2:2022-06-20,7669812,"Benault (M“e Hortense) (G. Bonneaud suc-
cesseur), cartes en feuille à jouer et papier
de fantaisie, pass. Dauphine,
26.","<PER>Benault (M“e Hortense) (G. Bonneaud suc- cesseur),</PER> <ACT>cartes en feuille à jouer et papier de fantaisie</ACT>, <LOC>pass. Dauphine</LOC>, <CARDINAL>26</CARDINAL>.","Benault (M“e Hortense) (G. Bonneaud suc- cesseur),",cartes en feuille à jouer et papier de fantaisie,cartes en feuille a jouer et papier de fantaisie,pass. Dauphine,26,1,1,1,1,1,POINT (651424.4 6861846)
1879,DidotBottin_1879,427,v2:2022-06-20,7678771,"ne, 16.
 cartes géographiques, Tiqueton-","ne, <CARDINAL>16</CARDINAL>.  <ACT>cartes géographiques</ACT>, <LOC>Tiqueton</LOC>-",NA,cartes géographiques,cartes geographiques,Tiqueton,16,1,0,1,1,0.11968,POINT (651803.5 6862988)
1864,DidotBottin_1864a,148,v2:2022-06-20,7683026,"Arnoult (Vve) et fils, fab. de cartes en feuilles
et à jouer, Fossés-St-Victor, 24.","<PER>Arnoult (Vve) et fils</PER><ACT>, fab. de cartes en feuilles et à jouer</ACT>, <LOC>Fossés-St-Victor</LOC>, <CARDINAL>24</CARDINAL>.",Arnoult (Vve) et fils,", fab. de cartes en feuilles et à jouer",", fab. de cartes en feuilles et a jouer",Fossés-St-Victor,24,1,1,1,1,"NA",POINT EMPTY
1863,DidotBottin_1863a,568,v2:2022-06-20,7685466,"Soibinet, fab. de carte et papier porcelaine,
pass. Molière, 18, et r. St-Martin, 159.","<PER>Soibinet</PER><ACT>, fab. de carte et papier porcelaine</ACT>, <LOC>pass. Molière</LOC>, <CARDINAL>18</CARDINAL>, et <LOC>r. St-Martin</LOC>, <CARDINAL>159</CARDINAL>.",Soibinet,", fab. de carte et papier porcelaine",", fab. de carte et papier porcelaine","c(""pass. Molière"", ""r. St-Martin"")","c(""18"", ""159"")",1,1,2,2,"0.651, NA",POINT (651240 6863258)
1846,Didot_1846,306,v2:2022-06-20,7687154,"Beautemps-Beaupré, C. *4, membre de l'Ins-
titut, conservat. des plans de la marine, Bac,","<PER>Beautemps-Beaupré</PER><TITRE>, C. *4,</TITRE> <ACT>membre de l'Ins- titut, conservat. des plans de la marine</ACT>, <LOC>Bac</LOC>,",Beautemps-Beaupré,"membre de l'Ins- titut, conservat. des plans de la marine","membre de l'Ins- titut, conservat. des plans de la marine",Bac,NA,1,1,1,0,0.67,POINT (650400.5 6861377)
1849,Didot_1849a,411,v2:2022-06-20,7688113,"Delamarche (maison) (Aug. Grosselin et Cie,
successeurs), globes, cartes et atlas, Battoir—
St-André, 7.","<PER>Delamarche (maison) (Aug. Grosselin et Cie, successeurs),</PER> <ACT>globes, cartes et atlas</ACT><LOC>, Battoir— St-André</LOC>, <CARDINAL>7</CARDINAL>.","Delamarche (maison) (Aug. Grosselin et Cie, successeurs),","globes, cartes et atlas","globes, cartes et atlas",", Battoir— St-André",7,1,1,1,1,"NA",POINT EMPTY
1862,DidotBottin_1862a,224,v2:2022-06-20,7688465,"Chauw in gerant de la société des houillères du
plan d'Aups, Chabrol, 14.","<PER>Chauw</PER> <ACT>in gerant de la société des houillères du plan d'Aups</ACT><LOC>, Chabrol</LOC>, <CARDINAL>14</CARDINAL>.",Chauw,in gerant de la société des houillères du plan d'Aups,in gerant de la societe des houilleres du plan d'Aups,", Chabrol",14,1,1,1,1,0.6776,POINT (652597.9 6864286)
1828,Deflandre_1828,572,v2:2022-06-20,7691117,"Berdalle et comp., r. du Croissant, 20. Inventeur et propriétaire des presses lithog
Tous les genres d'écriture, plans, cartes géo- mécaniques accélérées.","<PER>Berdalle et comp.,</PER> <LOC>r. du Croissant</LOC>, <CARDINAL>20</CARDINAL><ACT>. Inventeur et propriétaire des presses lithog Tous les genres d'écriture, plans, cartes géo- mécaniques accélérées</ACT>.","Berdalle et comp.,",". Inventeur et propriétaire des presses lithog Tous les genres d'écriture, plans, cartes géo- mécaniques accélérées",". Inventeur et proprietaire des presses lithog Tous les genres d'ecriture, plans, cartes geo- mecaniques accelerees",r. du Croissant,20,1,1,1,1,"NA",POINT EMPTY
1855,Didot_1855a,99,v2:2022-06-20,7691358,"Berger-Walter INC., fab. d'abat-jour et cartes
géographiques en relief, Enghien, 7.","<PER>Berger-Walter</PER> <TITRE>INC</TITRE>.<ACT>, fab. d'abat-jour et cartes géographiques en relief</ACT><LOC>, Enghien</LOC>, <CARDINAL>7</CARDINAL>.",Berger-Walter,", fab. d'abat-jour et cartes géographiques en relief",", fab. d'abat-jour et cartes geographiques en relief",", Enghien",7,1,1,1,1,0.87,POINT (652509 6863715)
1878,DidotBottin_1878,318,v2:2022-06-20,7693245,"Gaudais, fubr. de cartes, Michel-Ange, 10; ma-
gasin, Banque, 20.","<PER>Gaudais</PER><ACT>, fubr. de cartes</ACT>, <LOC>Michel-Ange</LOC>, <CARDINAL>10</CARDINAL>; ma- gasin, <LOC>Banque</LOC>, <CARDINAL>20</CARDINAL>.",Gaudais,", fubr. de cartes",", fubr. de cartes","c(""Michel-Ange"", ""Banque"")","c(""10"", ""20"")",1,1,2,2,"NA, 0.93",POINT (651668.8 6863318)
